Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source,,,,,,,,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia hirsuta,Globorotalia,Globorotalia hirsuta,4 Open ocean sub-thermocline,Aze et al 2011,,CD107 A ML 5A Globorotalia hirsuta,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.642,0.006,7.7,12.678,1.0,0.092,0.37,0.21,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia menardii,Globorotalia,Globorotalia menardii,3 Open ocean thermocline,Aze et al 2011,,WIND 33B Globorotalia menardii,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.623,0.006,14.4,12.094,1.6,0.130,0.24,0.2,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia truncatulinoides,Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,CD107 A ML 5A Globorotalia truncatulinoides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.633,0.008,9.8,12.491,1.0,0.087,0.4,0.21,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia truncatulinoides,Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,CD94 17B Globorotalia truncatulinoides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.634,0.007,10.6,12.420,1.1,0.093,0.51,0.2,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia truncatulinoides,Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,KL88 Globorotalia truncatulinoides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.645,0.007,10.6,12.420,1.2,0.108,0.5,0.2,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia truncatulinoides,Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,SO213-84-2 Globorotalia truncatulinoides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.650,0.007,5.9,12.842,1.1,0.104,-0.09,0.2,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia tumida,Globorotalia,Globorotalia tumida,3 Open ocean thermocline,Aze et al 2011,,WIND 33B Globorotalia tumida,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.622,0.005,12.6,12.247,1.4,0.116,0.22,0.21,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia tumida,Globorotalia,Globorotalia tumida,3 Open ocean thermocline,Aze et al 2011,,SO225-53-1 Globorotalia tumida,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.610,0.006,16.8,11.895,1.7,0.135,0.26,0.24,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina dutertrei,Neogloboquadrina,Neogloboquadrina dutertrei,3 Open ocean thermocline,Aze et al 2011,,CD145 A150 Neogloboquadrina dutertrei,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.602,0.008,22.9,11.410,1.0,0.079,0.7,0.25,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina dutertrei,Neogloboquadrina,Neogloboquadrina dutertrei,3 Open ocean thermocline,Aze et al 2011,,WIND 33B Neogloboquadrina dutertrei,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.601,0.005,19.2,11.700,1.2,0.097,0.23,0.21,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma,Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,GS15-198-63MC Neogloboquadrina pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.669,0.006,5.1,12.916,1.1,0.097,0.29,0.21,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma,Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,GS15-198-38MC Neogloboquadrina pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,23,0.670,0.008,3.3,13.085,1.4,0.133,-0.12,0.32,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma,Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,GS15-198-62MC Neogloboquadrina pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,28,0.674,0.005,3.3,13.085,1.3,0.119,0.08,0.25,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,CD107 A ML 5A Orbulina universa,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.625,0.005,12.4,12.264,1.0,0.088,0.5,0.2,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,CD94 17B Orbulina universa,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.627,0.007,12.1,12.290,1.1,0.093,0.58,0.2,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,WIND 33B Orbulina universa,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.601,0.006,22.4,11.448,1.2,0.094,0.21,0.2,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,SO225-53-1 Orbulina universa,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.595,0.007,23.1,11.394,1.5,0.113,0.64,0.23,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Pullenia,Pullenia obliquiloculata,Pulleniatina,Pulleniatina obliquiloculata,3 Open ocean thermocline,Aze et al 2011,,SO164-25-3 Pulleniatina obliquiloculata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.587,0.005,23.8,11.341,1.1,0.081,1.11,0.22,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Pulleniatina,Pulleniatina obliquiloculata,Pulleniatina,Pulleniatina obliquiloculata,3 Open ocean thermocline,Aze et al 2011,,WIND 33B Pulleniatina obliquiloculata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.603,0.005,19.5,11.676,1.2,0.091,0.22,0.21,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Pulleniatina,Pulleniatina obliquiloculata,Pulleniatina,Pulleniatina obliquiloculata,3 Open ocean thermocline,Aze et al 2011,,SO225-53-1 Pulleniatina obliquiloculata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.600,0.005,18.8,11.732,1.5,0.120,0.36,0.31,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,WIND 33B Trilobatus sacculifer,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,25,0.597,0.006,22.9,11.410,1.1,0.086,0.39,0.23,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,SO225-53-1 Trilobatus sacculifer,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,15,0.599,0.005,23.5,11.363,1.2,0.093,0.64,0.22,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus trilobus,Trilobatus,Trilobatus trilobus,Mixed-layer habitat with symbiotic associations,Pearson et al 1997,,SO164-25-3 Trilobatus trilobus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.590,0.008,26.5,11.137,1.4,0.103,0.73,0.31,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus trilobus,Trilobatus,Trilobatus trilobus,Mixed-layer habitat with symbiotic associations,Pearson et al 1997,,OJP2016 MW0691 1.5BC11 Trilobatus trilobus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.592,0.005,24.8,11.265,1.1,0.083,0.3,0.24,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus trilobus,Trilobatus,Trilobatus trilobus,Mixed-layer habitat with symbiotic associations,Pearson et al 1997,,WIND 33B Trilobatus trilobus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,23,0.594,0.005,22.8,11.417,1.1,0.082,0.23,0.26,70,,,,,,,,,,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus trilobus,Trilobatus,Trilobatus trilobus,Mixed-layer habitat with symbiotic associations,Pearson et al 1997,,SO225-53-1 Trilobatus trilobus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,22,0.605,0.006,23.7,11.348,1.2,0.093,2.5,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC06',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.621,0.009,10.6,12.420,1.0,0.084,0.45,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC21_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.644,0.008,9.2,12.544,1.0,0.084,0.25,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC23_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.639,0.025,9.1,12.553,1.0,0.086,0.25,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC29_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.612,0.010,8.5,12.606,1.0,0.085,0.13,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC30_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.623,0.014,9.1,12.553,0.9,0.083,0.25,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,JL12',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.616,0.005,13.6,12.162,1.4,0.119,0.44,0.29,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL15',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.592,0.004,25.5,11.212,1.0,0.078,0.35,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL20',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.598,0.002,18.8,11.732,1.0,0.082,0.31,0.22,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL21',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.576,0.011,23.6,11.356,1.1,0.080,0.31,0.22,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL24',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.603,0.013,20.6,11.589,1.9,0.148,0.16,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL25',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.596,0.015,24.6,11.280,1.1,0.085,0.16,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL28',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.600,0.016,26.0,11.174,1.2,0.091,0.91,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL32',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.590,0.014,25.3,11.227,1.9,0.140,1,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC02A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.608,0.005,21.8,11.495,1.0,0.075,0.41,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC12D',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.593,0.006,24.3,11.302,1.0,0.075,0.7,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC12E',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.585,0.005,23.1,11.394,1.0,0.074,0.7,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC41A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.598,0.012,24.4,11.295,1.0,0.077,0.26,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC45B_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.612,0.007,24.2,11.310,1.0,0.076,0.26,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,G sacculifer_t 1614m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.581,0.015,24.4,11.295,1.1,0.079,0.34,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,G sacculifer_t 2015m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.569,0.010,24.5,11.287,1.0,0.075,0.34,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,G sacculifer_t 2445m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.633,0.007,9.6,12.508,1.0,0.085,0.23,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,G sacculifer_t 3160m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.632,0.012,22.0,11.479,1.0,0.080,0.32,0.22,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL16',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.609,0.013,16.7,11.903,1.1,0.087,0.32,0.22,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL17',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.629,0.012,18.4,11.765,1.0,0.081,0.17,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL19',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.615,0.014,22.9,11.410,1.1,0.084,0.17,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL22',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.593,0.007,23.5,11.363,1.0,0.075,0.89,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL23',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.605,0.010,24.4,11.295,1.0,0.079,0.26,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL26',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.564,0.007,23.4,11.371,1.0,0.075,0.25,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL27',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.568,0.018,24.4,11.295,1.3,0.094,0.23,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL29',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.597,0.009,24.0,11.325,1.0,0.075,0.26,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (Sac),sacculifer,Globigernoides,,,,,FC01C3_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.586,0.008,22.9,11.410,1.0,0.077,0.26,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (Sac),sacculifer,Globigernoides,,,,,A14_11',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.587,0.006,25.7,11.197,1.2,0.089,-0.06,0.24,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (without Sac),sacculifer,Globigernoides,,,,,A14_12',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.611,0.023,25.9,11.182,1.2,0.089,-0.06,0.24,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (without Sac.),sacculifer,Globigernoides,,,,,FC51A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,12,0.582,0.006,24.4,11.295,1.0,0.076,0.25,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (without Sac.),sacculifer,Globigernoides,,,,,FC51C_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.594,0.010,24.3,11.302,1.0,0.077,0.25,0.21,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globoconella inflata,inflata,Globoconella,,,,,FC20F',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,12,0.643,0.008,9.8,12.491,1.0,0.085,0.48,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globoconella inflata,inflata,Globoconella,,,,,FC20G_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.629,0.009,9.7,12.499,1.0,0.084,0.48,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globoconella inflata,inflata,Globoconella,,,,,JL6',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.641,0.008,12.0,12.299,1.2,0.099,0.3,0.25,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia menardii,menardii,Globorotalia,,,,,FC13A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.587,0.008,19.7,11.660,1.0,0.078,0.68,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia menardii,menardii,Globorotalia,,,,,A14_10',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.590,0.002,19.7,11.660,1.2,0.094,0.02,0.25,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia menardii,menardii,Globorotalia,,,,,A14_9',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.601,0.007,19.1,11.708,1.2,0.096,0.02,0.25,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia menardii,menardii,Globorotalia,,,,,WP7_17',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.605,0.008,17.5,11.837,3.9,0.312,0.3,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida _t 2015m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.598,0.007,20.0,11.636,1.1,0.086,0.3,0.23,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida_t 2445m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.598,0.005,17.9,11.805,1.3,0.102,0.26,0.23,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida_t 3160m',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.584,0.007,19.4,11.684,1.2,0.091,0.24,0.22,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida_t 3711m',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.579,0.019,19.6,11.668,1.7,0.136,0.22,0.22,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida 4438m',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.573,0.005,18.8,11.732,1.1,0.085,0.26,0.23,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,WP7_21',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.585,0.008,17.2,11.862,1.6,0.126,0.22,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Neogloboquadrina dutertrei,dutertrei,Neogloboquadrina,,,,,FC12F_calcite',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.605,0.009,22.5,11.440,1.0,0.079,0.68,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Neogloboquadrina dutertrei,dutertrei,Neogloboquadrina,,,,,WP7_22',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.602,0.010,18.3,11.773,1.0,0.077,0.31,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Neogloboquadrina dutertrei,dutertrei,Neogloboquadrina,,,,,JL11',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.594,0.009,16.6,11.911,1.0,0.078,0.06,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Neogloboquadrina dutertrei,dutertrei,Neogloboquadrina,,,,,JL13',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.612,0.007,15.1,12.035,1.3,0.109,0.52,0.27,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Neogloboquadrina pachyderma,pachyderma,Neogloboquadrina,,,,,FC27F_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.636,0.007,9.7,12.499,1.1,0.095,0.5,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Neogloboquadrina pachyderma,pachyderma,Neogloboquadrina,,,,,JL31',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.668,0.002,3.3,13.085,1.3,0.118,-0.38,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Orbulina universa,universa,Orbulina,,,,,FC12_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.599,0.004,22.8,11.417,1.1,0.082,0.68,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Orbulina universa,universa,Orbulina,,,,,FC20A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.606,0.016,11.2,12.368,1.0,0.082,0.51,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obliq_t 1614m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.601,0.011,21.3,11.534,1.0,0.074,0.29,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obliq_t 2015m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.572,0.009,21.6,11.510,1.5,0.115,0.29,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obliq_t 2445m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.597,0.008,19.9,11.644,1.0,0.077,0.29,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obli 2959m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.576,0.025,19.8,11.652,1.0,0.077,0.29,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obliq_t 3160m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.579,0.024,23.4,11.371,1.0,0.073,-0.02,0.2,70,,,,,,,,,,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,FC39C_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.616,0.011,23.7,11.348,1.0,0.073,0.08,0.2,70,,,,,,,,,,,
